year,week,Bath,Birkenhead,Birmingham,Blackburn,Blackpool,Bolton,Bournemouth,Bradford,Brighton,Bristol,Cambridge,Cardiff,Chester,Colchester,Coventry,Derby,Exeter,Gateshead,Great Yarmouth,Huddersfield,Hull,Ipswich,Kings Lynn,Leeds,Leicester,Liverpool,London,Luton,Macclesfield,Manchester,Newcastle,Newport,Nortmpton,Norwich,Nottingham,Oldham,Oxford,Plymouth,Portsmouth,Preston,Reading,S Shields,Salford,Sheffield,Shrewsbury,Southampton,Southend,St Helens,Stockport,Stoke,Sunderland,Swansea,Teignmouth,Wakefield,Wallasey,Walsall,Warrington,Wigan,Wolverhampton,York
52,22,0,68,277,37,81,11,1,319,32,131,2,20,5,2,29,2,2,45,525,54,81,9,29,123,17,657,849,48,0,382,255,2,5,38,62,5,2,17,1,69,10,113,127,348,4,4,1,99,25,51,189,67,0,17,27,22,18,22,9,2
52,24,1,47,188,78,66,31,3,279,38,152,1,68,7,1,18,0,0,89,368,95,87,23,28,253,27,597,1298,63,0,386,329,0,7,21,75,4,1,2,1,171,7,65,176,440,4,3,9,63,47,31,78,68,0,11,41,33,14,21,11,3
52,26,1,37,216,63,30,45,6,348,43,200,2,93,6,2,7,2,2,137,164,123,41,32,17,260,31,639,1353,49,0,444,371,2,0,12,107,4,4,1,1,185,13,48,165,433,10,4,25,48,45,21,121,63,0,20,8,25,13,31,53,3
52,28,2,27,182,113,30,33,7,301,88,237,1,178,3,6,16,5,1,102,69,268,27,13,6,384,22,296,1396,61,1,507,353,4,0,9,114,9,4,1,3,296,23,38,174,389,23,1,57,40,37,10,118,62,0,24,9,18,8,25,187,6
52,30,0,24,205,114,53,59,11,255,72,178,12,235,4,2,3,18,0,59,39,258,34,12,6,399,30,346,1574,43,2,501,227,8,0,6,111,28,13,1,2,228,8,35,133,400,7,0,50,17,24,5,100,65,0,8,9,15,6,5,179,24
52,32,1,24,244,101,67,72,15,133,79,155,34,272,4,6,1,19,1,41,21,164,25,17,2,375,19,127,1870,23,2,490,234,3,1,7,151,26,10,3,5,142,5,25,114,405,10,4,38,15,38,4,92,86,2,10,5,8,2,7,139,21
52,34,5,13,218,47,33,75,14,62,35,92,33,221,0,7,12,14,1,47,16,79,22,25,0,267,23,77,1324,13,4,345,155,3,5,8,165,27,5,6,3,76,7,41,84,314,18,5,28,12,25,0,72,53,0,9,4,13,4,7,110,22
52,36,20,9,128,26,13,49,15,56,26,91,6,141,1,5,17,13,5,25,3,37,7,39,4,132,29,54,692,6,22,152,110,6,4,11,86,19,3,4,5,78,3,24,53,146,5,5,15,10,13,16,63,35,0,4,1,11,1,12,32,23
52,38,2,1,77,4,23,40,4,26,4,32,3,112,0,0,13,18,2,21,0,25,4,38,2,105,8,31,512,0,53,138,67,3,6,1,71,31,7,9,10,35,3,16,70,87,3,2,5,5,4,8,37,25,0,0,0,4,2,14,32,23
52,40,0,1,144,4,47,63,7,26,21,44,25,81,2,0,13,33,1,33,2,49,16,100,0,101,31,55,908,3,164,146,34,13,15,2,76,59,13,12,10,56,3,17,86,56,0,8,10,11,14,0,30,84,0,8,1,7,3,20,12,69
52,42,1,11,167,3,32,65,13,42,1,73,92,108,1,1,8,36,2,23,0,88,25,215,0,166,108,72,1646,4,191,225,55,25,62,0,124,95,30,32,38,55,2,19,145,67,2,33,3,4,44,7,31,89,0,7,0,15,1,26,18,147
52,44,0,6,303,4,52,125,46,66,0,54,95,135,1,2,37,80,0,24,0,103,30,275,0,272,297,41,2346,27,207,311,62,56,143,4,149,145,40,53,159,72,15,16,144,73,3,64,28,2,101,4,37,106,0,25,0,17,2,31,26,327
52,46,0,6,489,5,67,258,56,40,0,20,35,149,0,0,38,115,0,42,0,85,36,326,0,411,580,48,2197,33,192,390,73,74,343,1,206,220,73,104,220,35,22,53,153,96,3,47,78,0,164,12,43,98,0,46,1,12,6,7,10,401
52,48,8,2,705,4,87,327,39,29,1,15,32,236,0,0,35,231,0,64,5,70,22,404,0,335,690,55,2689,12,147,417,118,120,480,4,337,164,53,164,345,43,21,33,81,172,8,45,105,0,157,18,43,67,1,62,5,44,5,11,9,407
52,50,21,2,1285,3,50,377,61,24,1,40,25,221,0,2,43,508,0,92,13,141,8,462,0,504,767,80,2892,9,106,462,132,260,532,2,633,255,90,264,654,28,35,57,94,197,20,163,167,3,148,22,22,87,2,112,2,81,2,32,15,368
52,52,10,3,1752,3,30,375,155,57,17,69,14,198,2,2,22,495,0,102,9,107,2,297,0,370,599,71,2793,3,58,512,189,311,448,1,570,291,57,296,571,19,40,63,62,194,55,271,219,2,184,24,39,85,2,89,1,81,2,72,7,290
53,2,70,4,2113,14,76,393,288,181,41,140,31,319,5,3,44,348,20,91,3,68,30,117,0,544,636,125,3682,6,34,817,381,320,169,2,648,258,184,440,839,35,187,136,86,300,59,847,303,11,214,68,129,120,1,91,10,179,3,112,48,171
53,4,95,9,2119,20,115,369,354,187,56,215,38,324,8,9,46,310,57,106,4,65,8,39,1,647,433,123,2891,39,18,598,260,180,85,2,399,146,158,640,533,30,381,134,111,365,66,761,348,37,259,38,142,158,9,49,22,232,5,212,129,80
53,6,198,10,2850,27,89,198,481,289,109,428,70,248,17,23,123,348,108,147,7,52,25,26,0,773,410,194,3168,37,16,668,304,177,31,11,365,131,353,1000,534,43,386,143,81,577,59,520,364,74,292,19,205,169,73,89,17,395,10,340,263,56
53,8,308,10,2340,19,119,107,287,261,152,706,109,193,23,60,211,247,203,144,8,58,18,18,1,950,358,258,3456,113,6,678,230,117,7,38,341,40,497,784,295,37,318,127,59,623,62,207,480,96,241,32,229,187,95,102,12,452,24,202,394,46
53,10,201,25,1707,44,76,34,282,202,187,697,169,145,22,122,272,129,308,132,9,64,24,17,0,763,257,420,2992,146,5,597,228,67,7,28,327,24,451,707,223,23,157,76,52,601,108,71,339,108,118,60,194,144,39,56,24,392,36,79,508,22
53,12,198,26,1312,84,34,34,226,235,264,927,218,85,22,204,284,77,429,152,15,19,21,19,0,773,232,681,2572,253,5,549,222,37,10,64,303,10,323,533,93,24,60,72,48,760,77,26,264,156,72,93,152,110,22,70,90,259,52,109,657,20
53,14,173,23,986,87,25,20,104,192,353,1101,123,57,31,181,378,25,423,181,7,20,45,23,0,693,198,930,1985,195,2,605,275,11,1,67,170,47,191,221,71,11,27,65,61,649,49,15,231,151,39,64,161,95,10,32,132,158,69,55,576,18
53,16,120,38,546,101,18,24,53,153,213,1004,64,45,32,227,231,19,231,168,0,30,111,31,2,502,201,951,1464,142,3,693,199,12,3,39,160,35,93,97,35,17,13,57,65,611,36,9,105,157,19,108,203,57,6,44,103,66,47,17,274,18
53,18,77,30,298,183,10,21,28,198,140,778,29,26,45,127,118,6,67,82,2,15,137,22,2,298,77,751,788,72,1,362,161,7,0,36,115,17,64,33,12,8,13,20,65,372,12,4,53,121,13,51,214,44,2,24,102,28,40,19,149,6
53,20,29,79,163,161,13,4,17,177,160,607,29,45,21,95,192,2,40,49,0,10,293,9,2,194,56,853,650,33,2,365,101,6,1,17,69,27,14,29,10,14,6,53,75,319,11,1,39,90,6,63,177,40,1,12,59,19,56,7,43,12
53,22,43,97,116,191,7,3,2,143,99,334,39,27,16,43,167,2,21,43,0,20,339,2,0,146,40,863,566,17,2,277,89,5,1,17,54,10,12,9,11,13,5,53,56,283,8,1,7,62,2,71,124,29,0,20,69,2,37,4,49,5
53,24,34,77,112,141,11,10,6,122,90,212,33,30,29,31,157,2,21,27,11,35,333,4,1,75,13,1033,498,33,1,234,73,6,0,8,40,3,5,7,6,4,2,79,44,218,4,3,17,81,9,69,78,30,0,22,79,9,40,7,31,1
53,26,67,120,88,121,8,10,3,115,54,151,10,25,38,7,109,3,4,22,4,50,535,8,1,62,12,941,318,24,1,133,70,8,8,4,36,5,5,2,7,4,2,91,36,234,2,2,16,74,4,125,47,17,0,15,90,3,36,5,8,1
53,28,20,80,72,87,16,9,3,86,32,76,2,27,23,10,69,12,1,10,1,27,461,5,0,38,6,600,217,18,0,99,46,6,16,10,18,3,2,5,3,2,8,54,22,161,0,1,2,54,2,96,37,14,1,4,59,0,49,2,2,0
53,30,16,44,33,45,8,7,5,70,40,36,4,11,17,3,19,3,2,13,3,24,307,6,0,19,8,472,145,11,0,66,28,4,4,6,38,3,1,8,3,5,8,25,25,87,3,0,0,42,7,160,18,5,0,7,28,1,27,2,0,0
53,32,5,45,18,32,13,13,6,50,29,29,4,8,16,4,13,3,2,7,0,17,185,1,0,11,7,253,117,6,2,30,21,2,1,3,27,7,5,1,0,13,0,37,22,60,1,0,1,24,0,108,4,6,0,4,10,6,12,0,3,9
53,34,3,25,31,8,4,20,2,29,12,7,4,7,3,1,9,0,7,9,0,7,104,0,0,10,7,90,49,4,10,32,12,5,2,2,14,4,0,2,1,6,1,20,15,18,0,1,2,6,0,97,7,3,0,1,6,5,4,0,1,2
53,36,2,11,21,5,4,10,0,11,2,5,2,8,5,0,5,3,0,3,0,3,73,1,0,9,5,73,46,2,0,26,8,0,0,2,5,1,1,2,2,1,0,7,2,16,0,0,0,3,0,45,8,3,0,3,1,2,2,3,2,0
53,38,1,2,12,17,3,5,0,10,0,4,2,1,0,0,3,0,0,1,0,1,27,0,0,5,5,41,29,8,1,9,4,0,0,0,3,2,0,1,1,5,0,2,4,6,0,1,0,13,0,24,0,0,0,3,0,1,3,1,4,0
53,40,1,1,10,4,4,5,2,5,1,7,0,2,0,0,3,2,2,3,0,1,28,4,0,14,0,68,22,14,0,17,3,0,0,0,4,1,0,0,1,1,1,4,1,8,0,4,0,18,0,60,4,2,0,0,0,0,6,1,1,0
53,42,0,1,7,13,0,4,0,2,0,0,2,3,0,0,2,0,1,0,0,2,15,6,0,14,2,53,32,19,0,5,0,1,0,2,2,1,0,1,1,0,2,2,0,3,1,2,0,25,0,111,5,2,0,0,1,3,10,7,3,0
53,44,0,3,7,5,4,4,0,2,0,3,0,1,1,0,2,0,1,1,0,1,13,2,1,30,2,52,43,12,0,11,2,3,2,4,0,0,0,3,0,1,0,2,3,6,1,2,0,32,0,162,2,0,0,0,2,0,16,5,1,1
53,46,0,0,6,4,13,2,1,2,0,0,0,2,0,0,0,0,4,1,0,2,36,1,0,38,3,55,39,2,0,9,5,0,0,10,5,0,1,0,1,2,0,2,1,3,0,1,2,13,1,178,2,2,0,2,0,3,15,2,1,2
53,48,0,3,10,4,14,1,0,1,0,1,0,8,0,0,4,0,3,1,0,0,31,0,0,27,3,50,32,5,0,6,26,0,0,130,3,0,0,0,0,0,0,3,0,12,0,22,6,7,1,152,3,3,0,0,1,0,11,0,1,1
53,50,0,4,10,11,9,0,0,2,0,2,0,1,0,0,2,0,1,13,0,0,39,2,0,17,7,38,29,3,1,5,8,0,0,105,1,0,0,0,3,0,0,3,2,6,0,7,3,30,0,145,8,0,0,0,2,2,7,3,0,2
53,52,0,0,7,0,6,1,0,1,0,1,1,0,0,0,4,0,3,0,0,0,52,0,0,14,0,75,10,0,0,7,6,1,0,164,4,2,0,1,1,0,0,3,1,7,0,1,2,115,0,168,1,2,1,1,1,2,12,0,3,0
54,2,0,3,9,0,2,1,2,2,0,0,0,0,0,0,6,2,6,0,1,1,42,0,0,6,5,63,31,1,0,6,6,0,0,164,2,1,0,2,1,1,1,4,0,7,0,0,1,176,0,223,2,0,0,1,1,2,14,6,3,0
54,4,0,5,9,0,5,2,0,0,3,6,0,0,0,0,31,2,9,1,18,1,31,1,0,2,0,50,23,0,0,7,2,0,0,189,1,1,0,1,2,0,1,36,4,4,0,0,5,139,0,220,1,0,0,0,0,1,28,7,4,0
54,6,0,10,9,0,46,0,0,2,1,2,1,0,0,0,88,1,20,1,27,0,43,3,0,3,1,61,35,0,0,9,1,0,0,335,0,2,0,2,0,0,1,57,1,8,0,0,1,138,1,273,3,1,0,0,1,4,45,6,1,1
54,8,1,24,10,2,121,2,0,0,0,6,0,0,1,0,149,7,16,0,14,0,44,2,0,10,11,96,62,0,0,12,1,0,0,371,1,2,0,2,1,0,0,38,0,12,0,3,1,89,0,257,5,1,0,0,1,1,78,3,2,3
54,10,0,20,14,0,80,0,3,2,0,6,1,2,0,0,95,5,16,2,26,0,59,6,1,8,60,129,74,0,0,18,3,0,0,371,2,0,0,1,0,2,0,19,3,8,0,2,1,82,0,245,9,0,0,0,1,1,78,38,3,0
54,12,1,18,8,0,55,3,4,2,4,2,1,0,0,0,146,6,9,0,27,0,56,8,1,6,43,196,89,1,3,17,1,1,0,246,0,1,0,1,1,2,0,19,3,8,0,3,7,45,1,185,15,2,0,0,1,3,31,40,2,0
54,14,0,23,10,0,241,14,2,1,4,0,0,1,0,2,133,9,9,1,54,1,96,5,1,7,22,241,112,1,2,18,5,1,1,202,0,2,1,2,2,1,1,22,1,9,0,1,2,43,0,277,15,1,0,1,2,2,30,31,4,1
54,16,3,15,2,0,257,7,0,0,1,0,0,1,0,1,91,7,1,2,48,2,83,3,0,8,13,223,160,1,1,9,3,0,0,105,2,1,2,3,0,0,0,31,1,9,0,0,1,25,0,235,20,1,0,1,1,2,20,17,2,0
54,18,1,13,14,1,161,3,2,11,1,3,3,6,1,5,47,2,0,7,44,0,76,4,1,9,7,249,143,0,2,10,12,0,0,50,2,0,2,1,0,0,0,42,7,7,0,2,1,18,2,245,17,2,0,3,2,2,15,5,1,3
54,20,0,53,14,1,127,5,1,2,2,0,2,0,3,2,46,7,0,12,78,0,75,13,1,5,6,251,119,1,26,23,12,2,1,18,1,3,2,1,2,3,0,30,5,11,0,0,1,11,4,132,49,2,0,2,3,3,12,14,5,2
54,22,1,106,14,2,209,1,2,8,0,0,1,1,0,1,57,7,0,43,49,1,53,26,0,13,6,277,110,2,50,52,37,0,0,8,4,1,0,5,4,8,0,53,7,9,0,1,0,3,11,121,85,1,0,0,1,11,19,13,4,0
54,24,1,168,18,19,113,9,2,13,3,2,0,3,1,1,61,10,0,59,75,1,57,8,8,9,5,424,176,1,38,106,80,0,1,5,8,0,0,1,6,12,4,68,14,16,0,5,0,2,19,125,127,0,0,0,5,1,15,4,2,0
54,26,0,249,14,13,77,9,2,10,1,15,0,1,0,0,41,4,0,64,46,1,48,13,5,23,7,443,175,3,42,122,110,0,1,1,3,0,0,0,10,21,1,64,7,18,0,1,2,3,43,92,169,1,0,6,3,4,9,14,0,2
54,28,0,248,20,13,110,7,2,12,3,15,5,0,0,0,22,4,0,52,45,2,73,7,16,19,27,467,312,1,15,152,80,1,0,3,4,2,0,2,3,24,0,82,10,22,0,0,1,4,76,69,199,1,0,7,8,4,15,18,0,1
54,30,1,316,11,11,54,26,2,11,5,20,6,1,2,0,38,0,0,47,40,1,73,3,32,22,17,552,316,2,8,153,78,5,3,3,2,2,0,2,3,29,1,146,12,32,2,1,0,1,84,73,189,0,0,2,71,3,13,24,4,0
54,32,0,257,25,11,30,32,2,9,1,20,3,1,2,0,23,4,2,39,22,9,68,7,50,28,14,477,249,1,3,209,71,2,2,2,6,1,0,12,2,32,1,132,3,32,0,0,3,0,42,33,193,3,0,4,95,3,17,6,4,3
54,34,1,101,15,6,6,27,1,21,8,13,4,2,0,1,20,7,2,22,16,7,42,8,124,38,6,358,186,1,0,157,36,0,0,0,1,2,3,2,2,25,1,73,7,23,0,0,3,6,54,28,126,0,0,1,46,2,8,1,1,4
54,36,4,52,22,1,6,21,0,16,2,9,0,1,1,0,20,0,0,19,8,4,24,0,53,22,5,272,120,1,0,149,29,1,2,1,3,2,1,5,1,48,1,68,16,18,4,1,1,5,32,8,64,0,0,1,28,1,4,2,0,0
54,38,1,35,15,1,3,21,0,15,1,5,0,0,4,0,12,1,2,12,3,2,30,1,25,22,0,345,167,3,0,294,12,1,0,1,4,19,0,2,1,80,0,52,40,17,2,1,0,7,20,7,45,2,0,2,8,3,2,7,1,0
54,40,0,24,21,1,3,42,0,35,2,2,1,4,14,0,23,0,3,6,0,7,72,0,58,22,1,331,284,1,0,665,20,0,0,0,12,70,1,0,1,130,0,68,66,17,1,9,0,6,14,6,34,1,0,13,4,8,0,3,1,4
54,42,0,55,12,3,4,41,2,61,0,2,1,1,15,0,25,2,12,27,0,9,93,0,54,46,2,428,389,0,0,850,42,1,1,0,27,58,0,0,0,193,0,97,101,46,0,1,1,7,20,21,36,0,0,13,15,8,1,4,4,5
54,44,1,93,18,28,1,58,0,100,0,1,1,0,10,0,64,1,8,33,1,25,145,3,35,83,0,471,539,0,0,1163,53,0,1,0,86,151,0,0,0,212,0,52,156,81,0,2,0,1,45,21,37,0,0,2,6,7,0,2,22,19
54,46,0,50,27,12,1,51,0,113,2,4,0,0,19,0,92,8,9,68,1,31,145,0,11,89,0,581,471,0,0,1224,42,0,0,2,148,144,1,0,0,222,0,67,199,67,0,0,3,5,34,24,40,1,0,0,7,6,0,0,30,53
54,48,0,33,35,27,3,98,0,111,0,16,0,4,53,0,131,11,11,94,0,69,148,11,9,85,5,589,663,0,2,1739,52,1,0,0,144,133,0,0,2,216,0,82,397,54,0,0,4,7,74,24,42,0,0,0,3,6,4,0,49,52
54,50,2,34,36,48,18,100,0,120,1,31,0,1,85,0,219,31,32,61,0,138,139,35,4,65,5,612,1021,0,2,1603,44,1,0,0,106,208,0,1,0,157,0,78,410,80,0,1,2,5,79,15,62,0,0,1,4,4,8,2,135,58
54,52,5,30,51,50,23,99,0,210,2,37,0,2,104,1,343,86,30,60,0,194,201,39,2,53,12,446,1538,1,8,1189,45,0,1,0,112,403,0,3,2,113,0,71,346,147,0,2,1,2,63,24,55,2,1,1,5,0,2,4,158,32
55,2,5,55,77,46,32,118,1,360,3,58,1,0,111,1,385,131,14,94,2,192,257,37,1,127,8,484,1795,3,37,1125,60,5,4,11,288,491,1,1,9,135,2,54,272,166,1,8,8,8,57,20,74,1,1,1,3,6,10,3,190,48
55,4,3,33,212,147,21,186,3,556,1,31,2,2,129,3,248,192,2,55,0,185,176,59,8,177,11,371,1793,2,39,770,94,29,6,1,361,453,0,2,6,119,3,57,148,185,1,12,25,5,91,38,67,1,0,0,64,12,14,3,141,74
55,6,0,60,643,277,29,343,14,979,1,77,12,15,111,8,318,359,0,67,0,342,148,108,21,522,35,383,3240,0,60,906,326,25,0,0,838,405,0,1,34,135,9,73,195,330,5,39,101,20,142,31,105,18,0,2,131,21,27,6,167,159
55,8,4,72,1285,260,15,310,24,944,6,108,21,61,96,18,591,719,0,75,0,282,281,148,8,774,26,523,5096,0,66,985,591,143,0,1,1017,275,0,6,38,74,35,62,188,594,22,89,265,26,252,23,155,41,0,27,146,73,76,24,161,216
55,10,4,87,2254,230,10,189,28,807,2,118,19,167,75,38,517,866,0,96,2,331,317,133,11,1517,33,502,6038,1,65,666,573,124,1,0,1345,81,0,28,36,50,67,58,207,1025,28,110,417,21,273,32,150,28,0,39,221,356,75,34,133,289
55,12,7,80,3285,200,48,164,56,718,1,143,32,454,113,30,475,525,0,145,1,118,396,155,5,1906,70,366,7022,4,28,404,613,144,2,5,1218,35,6,44,78,34,116,127,173,1324,75,129,434,10,239,39,259,101,1,62,230,554,74,77,124,432
55,14,3,76,4227,176,72,170,101,507,14,231,54,611,41,28,394,388,1,129,5,208,418,276,8,2083,193,384,7192,1,39,298,463,170,1,6,916,19,21,18,140,44,201,98,76,1573,133,227,334,12,209,30,308,128,0,108,174,605,73,93,185,225
55,16,7,125,4204,150,59,123,121,198,29,421,52,785,32,67,384,302,2,118,0,63,313,336,9,1603,579,397,5905,8,25,200,429,307,0,2,428,14,76,53,354,27,217,99,65,1374,106,422,303,14,244,71,453,132,3,121,170,681,96,134,159,254
55,18,12,45,2586,99,56,133,80,116,66,514,24,818,33,63,187,122,8,161,0,59,232,243,13,1010,538,417,3025,7,29,147,341,177,21,3,224,4,61,94,423,23,200,82,29,798,70,285,218,12,172,59,434,180,1,70,85,486,67,154,127,68
55,20,27,45,1996,66,76,110,81,68,134,927,35,1233,9,113,145,73,10,212,1,39,184,248,6,623,857,398,2025,3,19,121,294,158,149,4,74,9,61,251,558,19,175,35,17,566,82,527,242,43,88,58,255,399,1,127,62,276,80,191,135,40
55,22,126,54,1415,32,89,102,84,61,336,1511,34,1146,5,199,102,54,22,192,4,37,182,209,4,396,1489,291,1715,3,5,87,185,129,309,4,66,3,61,619,738,22,212,20,15,474,68,667,259,52,85,91,200,602,0,108,53,165,90,237,91,39
55,24,178,43,1066,20,83,105,206,45,473,1471,46,789,3,179,76,62,33,143,5,37,167,127,6,290,1289,291,1428,14,9,136,142,149,386,7,50,0,96,890,823,35,241,12,16,574,23,502,198,102,37,122,168,758,1,73,30,58,59,208,109,45
55,26,184,44,649,7,57,54,143,13,335,1394,126,391,1,142,38,47,68,96,18,7,129,93,6,93,950,280,848,38,3,89,102,91,386,8,26,1,139,873,580,13,132,11,8,265,26,338,131,126,24,107,82,595,9,31,10,61,46,114,83,44
55,28,192,78,351,3,56,39,141,9,445,901,106,176,1,108,14,37,148,52,24,7,116,50,15,56,559,249,652,96,4,83,51,29,323,6,9,4,158,736,359,7,88,15,5,184,32,173,68,97,8,135,52,266,57,45,1,50,34,49,59,11
55,30,145,25,165,13,57,38,263,9,373,745,98,107,2,51,13,4,131,28,45,6,72,38,9,11,301,154,358,168,8,68,25,22,266,15,6,2,82,491,149,5,29,21,3,105,13,109,28,90,6,152,47,201,56,29,2,23,14,29,53,5
55,32,169,20,85,11,81,16,229,5,166,325,85,47,0,18,20,6,74,12,25,4,32,17,7,10,124,103,254,165,9,51,14,14,109,20,14,3,42,273,91,3,5,12,7,54,6,76,11,48,2,165,30,140,17,23,3,18,8,15,28,0
55,34,101,11,40,2,52,4,140,4,70,105,45,23,1,11,21,3,56,6,33,4,23,15,7,14,64,66,158,57,1,59,9,9,28,15,21,4,38,164,32,2,11,13,5,24,7,20,15,28,0,94,10,44,8,15,4,11,12,11,18,8
55,36,18,29,11,6,21,4,53,2,24,40,9,23,0,2,7,3,38,2,7,4,13,8,0,11,2,41,96,18,0,54,6,6,12,9,6,1,15,45,18,2,1,6,2,13,6,6,10,8,5,21,12,13,4,18,0,0,2,6,5,6
55,38,28,9,21,2,10,4,4,3,7,15,8,3,0,0,2,0,27,4,1,0,5,6,0,7,6,41,46,7,0,26,5,5,0,1,1,1,6,16,2,4,2,4,4,7,1,5,1,4,2,11,7,4,1,12,0,1,2,3,3,4
55,40,40,32,17,5,7,0,3,0,8,8,6,12,1,0,1,0,32,1,1,2,4,1,0,5,4,40,61,7,0,34,3,2,1,0,0,1,27,3,1,3,0,0,1,3,1,23,0,24,1,31,5,5,0,2,1,1,2,3,3,1
55,42,19,30,24,2,9,0,9,1,15,5,13,4,0,0,2,1,103,0,2,1,1,0,1,2,6,27,74,24,0,19,0,4,2,0,1,0,27,7,2,3,2,1,1,2,0,0,0,40,1,31,1,1,2,2,2,0,0,1,3,2
55,44,28,20,14,2,5,2,6,4,14,3,14,5,0,0,1,0,108,0,0,1,4,0,1,5,3,29,61,52,0,23,0,0,0,3,1,0,8,5,1,6,0,6,0,5,1,0,0,66,3,39,3,3,0,2,2,3,0,0,2,0
55,46,20,21,16,2,0,3,12,2,10,1,7,5,0,0,3,0,141,8,1,1,2,0,0,7,1,141,66,62,0,27,5,2,0,1,1,3,7,2,0,3,0,10,0,5,0,2,0,50,1,46,3,2,1,1,1,3,0,2,0,0
55,48,22,20,15,1,3,1,33,1,12,5,16,3,0,0,1,0,215,0,0,0,1,2,0,1,1,35,51,112,0,16,3,4,0,1,3,3,7,10,2,0,0,1,0,22,1,0,1,63,1,101,5,0,0,4,1,1,0,1,0,0
55,50,29,23,18,1,0,1,20,1,5,4,19,14,0,1,2,0,381,0,0,4,5,1,0,3,0,42,33,108,0,6,13,9,1,1,6,3,29,0,6,0,0,4,0,13,0,1,0,58,1,97,5,3,0,10,2,0,0,2,1,0
55,52,9,34,42,0,2,1,7,1,1,1,83,27,2,0,7,1,326,1,0,1,2,0,0,1,2,31,37,193,0,21,7,8,0,5,2,3,19,1,1,1,1,0,1,21,0,1,0,56,1,103,6,6,0,7,4,1,0,0,2,0
56,2,26,36,12,1,2,1,3,2,3,5,81,24,2,0,0,1,170,0,0,5,2,2,1,3,1,19,52,285,0,51,15,4,4,8,1,7,12,4,7,1,0,2,0,13,0,11,1,64,0,127,5,28,7,10,25,0,0,0,1,0
56,4,18,30,14,15,0,6,2,1,10,2,46,24,1,0,2,2,75,1,0,0,4,4,0,4,0,37,42,213,0,19,20,7,5,16,8,3,0,7,16,0,3,7,0,5,0,11,2,46,1,63,2,22,1,3,23,1,4,0,3,0
56,6,2,83,6,11,0,2,1,0,24,2,84,18,9,0,1,1,44,0,0,5,1,0,0,6,5,66,77,105,0,32,16,41,8,26,6,5,0,22,33,2,6,2,5,8,0,21,0,33,3,29,5,42,0,8,7,0,1,0,1,0
56,8,4,37,6,12,0,1,0,2,46,0,121,5,6,0,3,0,23,1,0,2,25,0,0,2,19,93,110,152,0,34,17,42,17,83,10,13,4,16,26,0,20,2,3,16,0,9,0,14,3,26,7,22,0,9,33,1,0,0,12,0
56,10,2,69,11,20,0,1,1,6,50,10,100,1,2,0,2,0,27,1,0,4,18,0,0,4,10,66,130,87,0,32,22,30,31,164,15,18,7,17,30,0,29,2,2,2,0,15,1,13,1,23,9,3,0,4,42,0,2,0,8,0
56,12,1,87,5,16,2,1,13,2,56,1,86,6,0,0,3,0,22,2,0,3,13,2,1,6,3,55,122,34,0,28,19,20,30,332,3,8,2,3,67,0,22,1,2,4,0,9,0,4,2,28,3,17,0,1,31,1,0,3,10,0
56,14,1,83,7,38,3,2,27,1,52,3,89,3,1,1,1,0,59,4,0,1,23,1,0,3,8,48,151,26,0,22,4,28,78,255,8,6,1,6,66,1,26,7,2,3,0,13,3,4,4,80,13,16,0,2,4,0,0,4,8,1
56,16,0,75,13,32,3,0,28,1,19,5,59,1,1,1,4,3,47,5,0,1,25,1,2,3,5,108,197,15,0,18,8,34,94,154,12,1,1,20,62,2,9,7,2,15,0,12,4,5,3,62,13,6,0,3,1,0,0,0,2,0
56,18,0,38,9,18,4,6,11,2,22,15,27,5,1,1,5,2,33,2,1,0,30,0,0,4,5,176,174,17,1,18,11,44,27,84,7,1,2,14,77,0,2,10,1,4,0,7,0,4,1,69,18,0,0,2,14,1,6,1,6,0
56,20,2,56,10,31,4,2,3,6,33,31,42,4,1,1,6,2,8,7,0,0,46,0,0,4,2,239,372,20,1,15,5,62,10,109,16,2,44,7,127,0,5,11,0,3,0,14,2,13,6,58,7,0,0,0,1,2,2,3,2,0
56,22,2,29,18,17,3,0,3,4,60,34,22,3,0,1,3,0,4,3,0,0,99,0,0,10,7,394,565,4,0,18,5,57,25,158,7,0,33,3,57,0,0,11,2,4,2,27,7,5,8,66,6,2,0,2,4,2,0,2,0,3
56,24,4,45,12,8,8,4,4,1,83,44,16,3,0,0,4,1,6,7,1,0,133,1,0,8,8,414,599,16,1,42,7,49,24,219,3,3,27,1,54,1,0,33,1,2,2,25,5,8,1,54,3,5,1,1,3,0,2,3,0,2
56,26,3,41,14,5,7,0,14,4,75,34,9,0,0,1,4,1,2,9,0,1,166,1,0,12,4,467,654,9,2,26,18,57,45,164,10,0,27,0,15,1,1,40,0,5,0,20,7,17,2,78,6,14,0,0,6,1,1,1,1,4
56,28,2,24,26,8,5,0,51,6,79,44,15,2,0,0,1,3,0,3,3,0,91,3,1,5,9,468,634,21,2,29,7,84,12,82,16,0,26,2,30,0,0,34,1,6,1,18,2,10,1,65,7,21,0,0,1,1,1,4,0,6
56,30,0,12,13,25,3,2,60,15,46,30,26,2,1,0,9,0,1,4,1,0,157,15,1,14,1,532,650,2,1,31,4,79,21,73,3,0,34,1,36,1,1,35,1,6,1,30,3,0,5,48,7,8,0,1,4,2,21,14,3,3
